title,url
整台都撞爛了！機車直衝左轉轎車驚悚畫面曝光 騎士傷重不治,https://www.chinatimes.com/realtimenews/20210827002335-260402
《BLEACH死神》與《怪物彈珠》第二彈合作 人氣角色初次登場！,https://www.chinatimes.com/realtimenews/20210827002309-260412
寒舍股東會報喜 自助餐廳8月底訂席全滿,https://www.chinatimes.com/realtimenews/20210827002358-260410
新北施政滿意度居冠 侯友宜：改善不足讓民眾對市政有信心,https://www.chinatimes.com/realtimenews/20210827002344-260407
高端簽約500萬劑恐難產？陳時中曝量產時程,https://www.chinatimes.com/realtimenews/20210827002331-260405
台灣微軟重啟《世紀帝國 2：決定版》世紀爭霸賽 8／27開放報名,https://www.chinatimes.com/realtimenews/20210827002339-260412
陳時中爆首批BNT現貨「攔截」內幕：台積電跟我講的,https://www.chinatimes.com/realtimenews/20210827002213-260407
獨》機組員政策緊縮 防堵Delta！長班返台先關5天,https://www.chinatimes.com/realtimenews/20210827002290-260405
31萬份新北加倍券「最高可換1萬」怎拿？侯友宜曝公布時間,https://www.chinatimes.com/realtimenews/20210827002257-260407
立院考察雲林 農會選舉成焦點 張麗善籲農委會：依法勿破壞體制,https://www.chinatimes.com/realtimenews/20210827002281-260421
AKIRA剛慶40歲生日 林志玲繼續暖心做這事補內心遺憾,https://www.chinatimes.com/realtimenews/20210827002212-260404
到桃園微旅行 吃美食、逛文創一次滿足,https://www.chinatimes.com/realtimenews/20210827002270-260405
不滿國外打完第二劑回台仍遭隔離 應先訴願再打行政訴訟,https://www.chinatimes.com/realtimenews/20210827002296-260402
陸網民規模超過10億 網路外賣用戶達4.69億,https://www.chinatimes.com/realtimenews/20210827002298-260409
上海市稅務局：檢舉人張恒涉嫌幫助鄭爽偷逃稅款 已立案檢查,https://www.chinatimes.com/realtimenews/20210827002267-260409
4星座組合看似冷門 其實是天生絕配,https://www.chinatimes.com/realtimenews/20210827002166-260423
《韓股》投資人謹慎 KOSPI震盪整理,https://www.chinatimes.com/realtimenews/20210827002286-260410
《觀光股》安心決配息3元 續展店強化營運績效,https://www.chinatimes.com/realtimenews/20210827002285-260410
台韓服決戰8／29 RSL跑跑聯賽總冠軍將交手韓國職業冠軍,https://www.chinatimes.com/realtimenews/20210827002247-260412
「美軍醫」有難！7旬婦半月豪擲280萬 警見本尊年齡驚訝,https://www.chinatimes.com/realtimenews/20210827002253-260402
又被出征！范雲發這文掀眾怒 網灌爆臉書：3＋11會議紀錄快交出來,https://www.chinatimes.com/realtimenews/20210827002189-260407
後蔡英文時代 黃創夏揭民進黨最深的恐慌,https://www.chinatimes.com/realtimenews/20210827002075-260407
幾內亞籍男子被迷昏洗劫17萬元 台籍女子遭判刑5年2月,https://www.chinatimes.com/realtimenews/20210827002240-260402
上緊發條防破口 中市警六分局強勢執行臨檢宣導防疫,https://www.chinatimes.com/realtimenews/20210827002237-260421
陸官方嚴祭10措施 出手整治「飯圈」亂象,https://www.chinatimes.com/realtimenews/20210827002223-260409
網球》不戰而勝進4強卻棄權 詹家姊妹退芝加哥網賽,https://www.chinatimes.com/realtimenews/20210827002201-260403
轟全民免費當高端白老鼠 江啟臣：無法讓人民安心的政府早該下台,https://www.chinatimes.com/realtimenews/20210827002245-260407
去金門玩國旅 年底前使用LINE Pay Money最高回饋30％,https://www.chinatimes.com/realtimenews/20210827002221-260412
牛仔褲大廠如興董座涉違反證交法 今遭起訴,https://www.chinatimes.com/realtimenews/20210827002190-260402
募資平台恐成詐騙溫床 綠委籲經濟部莫再縱容,https://www.chinatimes.com/realtimenews/20210827002175-260407
網紅阿嬤直播哭了 為「客家太太藥水泡大腸」道歉,https://www.chinatimes.com/realtimenews/20210827002140-260405
《商情》下游買氣強 EDC價創歷史新高,https://www.chinatimes.com/realtimenews/20210827002186-260410
《興櫃股》巧新決配息2元 因應缺料彈性調整生產配置,https://www.chinatimes.com/realtimenews/20210827002185-260410
《櫃買市場》首檔交通運輸業 高鐵發行可持續發展債券,https://www.chinatimes.com/realtimenews/20210827002184-260410
《熱門族群》副總統手臂支持 高端偕供應鏈燦笑,https://www.chinatimes.com/realtimenews/20210827002181-260410
《國際金融》德銀DWS涉誇大永續投資標準 傳遭美調查,https://www.chinatimes.com/realtimenews/20210827002177-260410
民進黨與自民黨 今首度舉行「外交．防衛政策意見交流會」,https://www.chinatimes.com/realtimenews/20210827002103-260407
《甄嬛》淳貴人頂亂髮素顏自拍 真實膚況白到發光驚呆網,https://www.chinatimes.com/realtimenews/20210827001942-260404
喝牛奶、豆漿容易生痰？營養師用科學證據說真相,https://www.chinatimes.com/realtimenews/20210827001758-260418
1218公投是對政府不信任投票 江啟臣籲7.6萬人投票權不該遭漠視,https://www.chinatimes.com/realtimenews/20210827002130-260407
林心如「大陸工作室被註銷」網疑遭趙薇牽連：真的鬧大了,https://www.chinatimes.com/realtimenews/20210827001968-260404
客家義民祭今登場 蔡英文：緬懷義民爺捨身保鄉精神,https://www.chinatimes.com/realtimenews/20210827002138-260407
「藝情台中‧文學點光」25個清新故事脫穎而出,https://www.chinatimes.com/realtimenews/20210827002122-260405
新興毒品流竄 苗警溯源揪出集團首腦,https://www.chinatimes.com/realtimenews/20210827002027-260402
打死不認酒後性侵女顧問 整形名醫張耀元下場慘了,https://www.chinatimes.com/realtimenews/20210827002052-260402
盧秀燕為攤商請命 籲中央改弦易轍發放小面額五倍券,https://www.chinatimes.com/realtimenews/20210827002088-260407
韓海運巨頭爽賺 遭爆8年未調薪 員工集體辭職逼談判,https://www.chinatimes.com/realtimenews/20210827002076-260410
喀布爾連環炸 美軍增至13死 美願與塔利班接觸控制情勢,https://www.chinatimes.com/realtimenews/20210827002062-260408
30日起禁廚餘養豬1個月 抓到最高罰300萬元,https://www.chinatimes.com/realtimenews/20210827002092-260405
《國際產業》Galaxy Z3 三星摺疊新機 最慢10月滲入全球各地,https://www.chinatimes.com/realtimenews/20210827002085-260410
《電子零件》南電營運看升至2023年 外資上看505元,https://www.chinatimes.com/realtimenews/20210827002084-260410
休假外出伸狼爪！花蓮役男性侵11歲女網友 家屬氣炸提告,https://www.chinatimes.com/realtimenews/20210827002040-260402
《電子零件》三一東林決配息1.5元 完成1日填息,https://www.chinatimes.com/realtimenews/20210827002083-260410
《港股》科技股領軍 恆指開低走高,https://www.chinatimes.com/realtimenews/20210827002082-260410
《通信網路》美律Q3小回溫 外資續喊買,https://www.chinatimes.com/realtimenews/20210827002080-260410
《國際產業》40國新聞網還不夠 德Springer再出手收購,https://www.chinatimes.com/realtimenews/20210827002077-260410
內閣改組傳言 鄭文燦再駁斥：假消息,https://www.chinatimes.com/realtimenews/20210827001982-260407
被指「防疫破口」羅智強警局自首 痛批：蔡英文座車人比我還多,https://www.chinatimes.com/realtimenews/20210827001994-260407
NBA》堅持看扁米契爾 歐尼爾：他本來就非頂級,https://www.chinatimes.com/realtimenews/20210827002042-260403
揚州疫情2次反彈 今130萬人再驗核酸檢測,https://www.chinatimes.com/realtimenews/20210827002038-260409
內閣改組傳言 鄭文燦再駁斥：假消息,https://www.chinatimes.com/realtimenews/20210827001982-260407
被指「防疫破口」羅智強警局自首 痛批：蔡英文座車人比我還多,https://www.chinatimes.com/realtimenews/20210827001994-260407
NBA》堅持看扁米契爾 歐尼爾：他本來就非頂級,https://www.chinatimes.com/realtimenews/20210827002042-260403
揚州疫情2次反彈 今130萬人再驗核酸檢測,https://www.chinatimes.com/realtimenews/20210827002038-260409
接種高端疫苗後猝死 醫建議：血壓不佳者先別打,https://www.chinatimes.com/realtimenews/20210827002054-260405
陸姓作家打高端後死亡 好友曝1症狀：與九把刀岳母一樣,https://www.chinatimes.com/realtimenews/20210827001988-260405
非洲豬瘟入侵新北？新莊、中和各查獲1來源不明肉品,https://www.chinatimes.com/realtimenews/20210827001960-260402
日本研究：接種第2劑COVID-19疫苗後 抗體先增後減,https://www.chinatimes.com/realtimenews/20210826004197-260418
爆料稱iPhone 13將於9／14發表 預購與開賣日期連帶曝光,https://www.chinatimes.com/realtimenews/20210827002000-260412
全面封殺！陸廣電總局：不得邀請鄭爽參與製作節目 已參與節目全停播,https://www.chinatimes.com/realtimenews/20210827001946-260409
強降雨致大肚區涵洞積水 轎車受困幸獲警援,https://www.chinatimes.com/realtimenews/20210827001970-260402
下半年重大星象提醒 控制慾望小心金錢危機,https://www.chinatimes.com/realtimenews/20210827001761-260423
台東盤點「爽約劑」疫苗 釋出900名額30日開放預約,https://www.chinatimes.com/realtimenews/20210827001926-260405
傑克森洞全球央行年會受矚目 一開始是因為他的這個嗜好,https://www.chinatimes.com/realtimenews/20210827001930-260410
鄭爽代孕棄養風波未平息 又涉陰陽合同遭罰2.99億人民幣,https://www.chinatimes.com/realtimenews/20210827001883-260409
《電子商務》保健需求湧 尚凡再投資大研生醫,https://www.chinatimes.com/realtimenews/20210827001957-260410
《鋼鐵股》中鋼股東會、除息下周登場 營運續看旺,https://www.chinatimes.com/realtimenews/20210827001955-260410
《商情》避險需求增 黃金亞洲電子盤續漲,https://www.chinatimes.com/realtimenews/20210827001954-260410
《國際油價》原油亞洲電子盤反彈,https://www.chinatimes.com/realtimenews/20210827001953-260410
《商情》延續反彈勢頭 錫價連2日上揚,https://www.chinatimes.com/realtimenews/20210827001952-260410
《營建股》房市向上 愛山林祝文宇：預售推案助青年購屋,https://www.chinatimes.com/realtimenews/20210827001951-260410
《國際產業》虧損擴大＋前景黯淡 派樂騰盤後重挫,https://www.chinatimes.com/realtimenews/20210827001950-260410
金門規畫收費停車路段 城幼接送有免費時段,https://www.chinatimes.com/realtimenews/20210827001918-260421
國3關西段死亡車禍 拖板車衝出護欄卡邊坡駕駛不治,https://www.chinatimes.com/realtimenews/20210827001943-260402
到桃園微旅行！吃美食、逛文創一次滿足,https://www.chinatimes.com/realtimenews/20210827001814-260405
撤退期限前的連環爆炸 凸顯後阿富汗時代的3大難題,https://www.chinatimes.com/realtimenews/20210827001816-260408
以為中獎1千萬！她秀彩券提離職 下秒臉綠哭了,https://www.chinatimes.com/realtimenews/20210827001812-260405
民眾看股市七上八下 8月份消費者信心指數下降,https://www.chinatimes.com/realtimenews/20210827001858-260410
最長暑假要結束了 南市學生諮商中心迎開學製作安心圖卡,https://www.chinatimes.com/realtimenews/20210827001833-260405
澳洲7月零售銷售因封城而急跌,https://www.chinatimes.com/realtimenews/20210827001861-260410
恒指低開78點 騰訊阿里低開,https://www.chinatimes.com/realtimenews/20210827001863-260410
周末炎熱 用電量續挑戰歷史紀錄3850萬瓩大關,https://www.chinatimes.com/realtimenews/20210827001855-260410
依疫情變化評估返校條件 陸教育部：未達要求不能開學,https://www.chinatimes.com/realtimenews/20210827001772-260409
《其他股》兩大逆風 美吉吉-KYH1獲利減逾6成,https://www.chinatimes.com/realtimenews/20210827001829-260410
《商情》賣壓沉重 日本橡膠續跌,https://www.chinatimes.com/realtimenews/20210827001828-260410
台東台11線小客車與貨車相撞 車頭全毀5人受傷,https://www.chinatimes.com/realtimenews/20210827001776-260402
民進黨為何開始挺復必泰？他曝「這東西」快燒翻綠政權,https://www.chinatimes.com/realtimenews/20210827001599-260407
8旬翁搭錯車心驚驚 暖警警車護送返家,https://www.chinatimes.com/realtimenews/20210827001725-260421
士電27日股東會通過每股配發現金股利1.6元,https://www.chinatimes.com/realtimenews/20210827001785-260410
人民幣中間價跌133個基點 全周淨投放1200億,https://www.chinatimes.com/realtimenews/20210827001786-260410
